Row 2: e52=a | vinqi=है | pnzabi=হৈ | guzraji=হৈ | xg38=vxi
Row 1540: e52=like | vinqi=पसंद करना | pnzabi=পসংদ করনা | guzraji=পসংদ করনা | xg38=psnq krna
Row 1541: e52=likely | vinqi=संभावित | pnzabi=সংভা঵িত | guzraji=সংভা঵িত | xg38=smBawij
Row 1542: e52=limit | vinqi=सीमा | pnzabi=সীমা | guzraji=সীমা | xg38=sima
Row 1543: e52=limitation | vinqi=परिसीमन | pnzabi=পরিসীমন | guzraji=পরিসীমন | xg38=prisimn
Row 1544: e52=limited | vinqi=सीमित | pnzabi=সীমিত | guzraji=সীমিত | xg38=simij
Row 1545: e52=line | vinqi=रेखा | pnzabi=রেখা | guzraji=রেখা | xg38=reKa
Row 1546: e52=link | vinqi=संपर्क | pnzabi=সংপর্ক | guzraji=সংপর্ক | xg38=smprk
Row 1547: e52=lip | vinqi=ओंठ | pnzabi=ওংঠ | guzraji=ওংঠ | xg38=onT
Row 1548: e52=list | vinqi=सूची | pnzabi=সূচী | guzraji=সূচী | xg38=suci
Row 1549: e52=listen | vinqi=सुनना | pnzabi=সুননা | guzraji=সুননা | xg38=sunna
Row 1550: e52=literally | vinqi=वस्तुत: | pnzabi=঵স্তুত: | guzraji=঵স্তুত: | xg38=wsjuj:
Row 1551: e52=literary | vinqi=साहित्यिक | pnzabi=সাহিত্যিক | guzraji=সাহিত্যিক | xg38=savijyik
Row 1552: e52=literature | vinqi=साहित्य | pnzabi=সাহিত্য | guzraji=সাহিত্য | xg38=savijy
Row 1553: e52=little | vinqi=थोड़ा | pnzabi=থোড়া | guzraji=থোড়া | xg38=JoRa
Row 1554: e52=live | vinqi=लाइव | pnzabi=লাই঵ | guzraji=লাই঵ | xg38=laiw
Row 1555: e52=living | vinqi=जीविका | pnzabi=জী঵িকা | guzraji=জী঵িকা | xg38=ziwika
Row 1556: e52=load | vinqi=भार | pnzabi=ভার | guzraji=ভার | xg38=Bar
Row 1557: e52=loan | vinqi=ऋृण | pnzabi=ঋৃণ | guzraji=ঋৃণ | xg38=rirn
Row 1558: e52=local | vinqi=स्थानीय | pnzabi=স্থানীয | guzraji=স্থানীয | xg38=sJaniy
Row 1559: e52=locate | vinqi=का पता लगाने | pnzabi=কা পতা লগানে | guzraji=কা পতা লগানে | xg38=ka pja lgane
Row 1560: e52=location | vinqi=स्थान | pnzabi=স্থান | guzraji=স্থান | xg38=sJan
Row 1561: e52=lock | vinqi=ताला | pnzabi=তালা | guzraji=তালা | xg38=jala
Row 1562: e52=long | vinqi=लंबा | pnzabi=লংবা | guzraji=লংবা | xg38=lmba
Row 1563: e52=long-term | vinqi=दीर्घकालिक | pnzabi=দীর্ঘকালিক | guzraji=দীর্ঘকালিক | xg38=qirGkalik
Row 1564: e52=look | vinqi=देखना | pnzabi=দেখনা | guzraji=দেখনা | xg38=qeKna
Row 1565: e52=loose | vinqi=ढीला | pnzabi=ঢীলা | guzraji=ঢীলা | xg38=Dila
Row 1566: e52=lose | vinqi=खोना | pnzabi=খোনা | guzraji=খোনা | xg38=Kona
Row 1567: e52=loss | vinqi=हानि | pnzabi=হানি | guzraji=হানি | xg38=vani
Row 1568: e52=lost | vinqi=गुम हो गया | pnzabi=গুম হো গযা | guzraji=গুম হো গযা | xg38=gum vo gya
Row 1569: e52=lot | vinqi=बहुत | pnzabi=বহুত | guzraji=বহুত | xg38=bvuj
Row 1570: e52=lots | vinqi=बहुत सारे | pnzabi=বহুত সারে | guzraji=বহুত সারে | xg38=bvuj sare
Row 1571: e52=loud | vinqi=ऊँचा स्वर | pnzabi=ঊঁচা স্঵র | guzraji=ঊঁচা স্঵র | xg38=unca swr
Row 1572: e52=love | vinqi=प्यार | pnzabi=প্যার | guzraji=প্যার | xg38=pyar
Row 1573: e52=lovely | vinqi=प्यारा | pnzabi=প্যারা | guzraji=প্যারা | xg38=pyara
Row 1574: e52=lover | vinqi=प्रेम करनेवाला | pnzabi=প্রেম করনে঵ালা | guzraji=প্রেম করনে঵ালা | xg38=prem krnewala
Row 1575: e52=low | vinqi=कम | pnzabi=কম | guzraji=কম | xg38=km
Row 1576: e52=lower | vinqi=निचला | pnzabi=নিচলা | guzraji=নিচলা | xg38=nicla
Row 1577: e52=luck | vinqi=भाग्य | pnzabi=ভাগ্য | guzraji=ভাগ্য | xg38=Bagy
Row 1578: e52=lucky | vinqi=भाग्यशाली | pnzabi=ভাগ্যশালী | guzraji=ভাগ্যশালী | xg38=BagySali
Row 1579: e52=lunch | vinqi=दोपहर का भोजन | pnzabi=দোপহর কা ভোজন | guzraji=দোপহর কা ভোজন | xg38=qopvr ka Bozn
Row 1580: e52=lung | vinqi=फेफड़ा | pnzabi=ফেফড়া | guzraji=ফেফড়া | xg38=fefRa
Row 1581: e52=machine | vinqi=मशीन | pnzabi=মশীন | guzraji=মশীন | xg38=mSin
Row 1582: e52=mad | vinqi=पागल | pnzabi=পাগল | guzraji=পাগল | xg38=pagl
Row 1583: e52=magazine | vinqi=पत्रिका | pnzabi=পত্রিকা | guzraji=পত্রিকা | xg38=pjrika
Row 1584: e52=mail | vinqi=मेल | pnzabi=মেল | guzraji=মেল | xg38=mel
Row 1585: e52=main | vinqi=मुख्य | pnzabi=মুখ্য | guzraji=মুখ্য | xg38=muKy
Row 1586: e52=mainly | vinqi=में मुख्य | pnzabi=মেং মুখ্য | guzraji=মেং মুখ্য | xg38=me muKy
Row 1587: e52=maintain | vinqi=बनाए रखना | pnzabi=বনাএ রখনা | guzraji=বনাএ রখনা | xg38=bnae rKna
Row 1588: e52=maintenance | vinqi=भरण पोषण | pnzabi=ভরণ পোষণ | guzraji=ভরণ পোষণ | xg38=Brn posn
Row 1589: e52=major | vinqi=मेजर | pnzabi=মেজর | guzraji=মেজর | xg38=mezr
Row 1590: e52=majority | vinqi=बहुलता | pnzabi=বহুলতা | guzraji=বহুলতা | xg38=bvulja
Row 1591: e52=make | vinqi=बनाना | pnzabi=বনানা | guzraji=বনানা | xg38=bnana
Row 1592: e52=maker | vinqi=निर्माता | pnzabi=নির্মাতা | guzraji=নির্মাতা | xg38=nirmaja
Row 1593: e52=makeup | vinqi=पूरा करना | pnzabi=পূরা করনা | guzraji=পূরা করনা | xg38=pura krna
Row 1594: e52=male | vinqi=नर | pnzabi=নর | guzraji=নর | xg38=nr
Row 1595: e52=mall | vinqi=मॉल | pnzabi=ম৉ল | guzraji=ম৉ল | xg38=mal
Row 1596: e52=man | vinqi=आदमी | pnzabi=আদমী | guzraji=আদমী | xg38=xaqmi
Row 1597: e52=manage | vinqi=प्रबंधित करना | pnzabi=প্রবংধিত করনা | guzraji=প্রবংধিত করনা | xg38=prbnQij krna
Row 1598: e52=management | vinqi=प्रबंधन | pnzabi=প্রবংধন | guzraji=প্রবংধন | xg38=prbnQn
Row 1599: e52=manager | vinqi=प्रबंधक | pnzabi=প্রবংধক | guzraji=প্রবংধক | xg38=prbnQk
Row 1600: e52=manner | vinqi=तौर–तरीका | pnzabi=তৌর–তরীকা | guzraji=তৌর–তরীকা | xg38=jour–jrika
Row 1601: e52=manufacturer | vinqi=उत्पादक | pnzabi=উত্পাদক | guzraji=উত্পাদক | xg38=ujpaqk
Row 1602: e52=manufacturing | vinqi=उत्पादन | pnzabi=উত্পাদন | guzraji=উত্পাদন | xg38=ujpaqn
Row 1603: e52=many | vinqi=बहुत सा | pnzabi=বহুত সা | guzraji=বহুত সা | xg38=bvuj sa
Row 1604: e52=map | vinqi=नक्शा | pnzabi=নক্শা | guzraji=নক্শা | xg38=nkSa
Row 1605: e52=margin | vinqi=अंतर | pnzabi=অংতর | guzraji=অংতর | xg38=xnjr
Row 1606: e52=mark | vinqi=निशान | pnzabi=নিশান | guzraji=নিশান | xg38=niSan
Row 1607: e52=market | vinqi=मंडी | pnzabi=মংডী | guzraji=মংডী | xg38=mndi
Row 1608: e52=marketing | vinqi=विपणन | pnzabi=঵িপণন | guzraji=঵িপণন | xg38=wipnn
Row 1609: e52=marriage | vinqi=विवाह | pnzabi=঵ি঵াহ | guzraji=঵ি঵াহ | xg38=wiwav
Row 1610: e52=married | vinqi=विवाहित | pnzabi=঵ি঵াহিত | guzraji=঵ি঵াহিত | xg38=wiwavij
Row 1611: e52=marry | vinqi=शादी कर | pnzabi=শাদী কর | guzraji=শাদী কর | xg38=Saqi kr
Row 1612: e52=mask | vinqi=मुखौटा | pnzabi=মুখৌটা | guzraji=মুখৌটা | xg38=muKouta
Row 1613: e52=mass | vinqi=द्रव्यमान | pnzabi=দ্র঵্যমান | guzraji=দ্র঵্যমান | xg38=qrwyman
Row 1614: e52=massive | vinqi=बड़ा | pnzabi=বড়া | guzraji=বড়া | xg38=bRa
Row 1615: e52=master | vinqi=मालिक | pnzabi=মালিক | guzraji=মালিক | xg38=malik
Row 1616: e52=match | vinqi=मिलान | pnzabi=মিলান | guzraji=মিলান | xg38=milan
Row 1617: e52=material | vinqi=सामग्री | pnzabi=সামগ্রী | guzraji=সামগ্রী | xg38=samgri
Row 1618: e52=math | vinqi=गणित | pnzabi=গণিত | guzraji=গণিত | xg38=gnij
Row 1619: e52=matter | vinqi=मामला | pnzabi=মামলা | guzraji=মামলা | xg38=mamla
Row 1620: e52=may | vinqi=मई | pnzabi=মঈ | guzraji=মঈ | xg38=myi
Row 1621: e52=maybe | vinqi=शायद | pnzabi=শাযদ | guzraji=শাযদ | xg38=Sayq
Row 1622: e52=mayor | vinqi=महापौर | pnzabi=মহাপৌর | guzraji=মহাপৌর | xg38=mvapour
Row 1623: e52=me | vinqi=मुझे | pnzabi=মুঝে | guzraji=মুঝে | xg38=muZe
Row 1624: e52=meal | vinqi=भोजन | pnzabi=ভোজন | guzraji=ভোজন | xg38=Bozn
Row 1625: e52=mean | vinqi=अर्थ | pnzabi=অর্থ | guzraji=অর্থ | xg38=xrJ
Row 1626: e52=meaning | vinqi=अर्थ | pnzabi=অর্থ | guzraji=অর্থ | xg38=xrJ
Row 1627: e52=meanwhile | vinqi=इस दौरान | pnzabi=ইস দৌরান | guzraji=ইস দৌরান | xg38=is qouran
Row 1628: e52=measure | vinqi=मापना | pnzabi=মাপনা | guzraji=মাপনা | xg38=mapna
Row 1629: e52=measurement | vinqi=माप | pnzabi=মাপ | guzraji=মাপ | xg38=map
Row 1630: e52=meat | vinqi=मांस | pnzabi=মাংস | guzraji=মাংস | xg38=mans
Row 1631: e52=mechanism | vinqi=तंत्र | pnzabi=তংত্র | guzraji=তংত্র | xg38=jnjr
Row 1632: e52=media | vinqi=मीडिया | pnzabi=মীডিযা | guzraji=মীডিযা | xg38=midiya
Row 1633: e52=medical | vinqi=चिकित्सा | pnzabi=চিকিত্সা | guzraji=চিকিত্সা | xg38=cikijsa
Row 1634: e52=medication | vinqi=दवाई | pnzabi=দ঵াঈ | guzraji=দ঵াঈ | xg38=qwai
Row 1635: e52=medicine | vinqi=दवा | pnzabi=দ঵া | guzraji=দ঵া | xg38=qwa
Row 1636: e52=medium | vinqi=मध्यम | pnzabi=মধ্যম | guzraji=মধ্যম | xg38=mQym
Row 1637: e52=meet | vinqi=मिलना | pnzabi=মিলনা | guzraji=মিলনা | xg38=milna
Row 1638: e52=meeting | vinqi=बैठक | pnzabi=বৈঠক | guzraji=বৈঠক | xg38=bxiTk
Row 1639: e52=member | vinqi=सदस्य | pnzabi=সদস্য | guzraji=সদস্য | xg38=sqsy
Row 1640: e52=membership | vinqi=सदस्यता | pnzabi=সদস্যতা | guzraji=সদস্যতা | xg38=sqsyja
Row 1641: e52=memory | vinqi=स्मृति | pnzabi=স্মৃতি | guzraji=স্মৃতি | xg38=smrji
Row 1642: e52=mental | vinqi=मानसिक | pnzabi=মানসিক | guzraji=মানসিক | xg38=mansik
Row 1643: e52=mention | vinqi=उल्लेख | pnzabi=উল্লেখ | guzraji=উল্লেখ | xg38=ulleK
Row 1644: e52=menu | vinqi=मेन्यू | pnzabi=মেন্যূ | guzraji=মেন্যূ | xg38=menyu
Row 1645: e52=mere | vinqi=मात्र | pnzabi=মাত্র | guzraji=মাত্র | xg38=majr
Row 1646: e52=merely | vinqi=सिर्फ़ | pnzabi=সির্ফ় | guzraji=সির্ফ় | xg38=sirf
Row 1647: e52=mess | vinqi=गड़बड़ | pnzabi=গড়বড় | guzraji=গড়বড় | xg38=gRbR
Row 1648: e52=message | vinqi=संदेश | pnzabi=সংদেশ | guzraji=সংদেশ | xg38=snqeS
Row 1649: e52=metal | vinqi=धातु | pnzabi=ধাতু | guzraji=ধাতু | xg38=Qaju
Row 1650: e52=meter | vinqi=मीटर | pnzabi=মীটর | guzraji=মীটর | xg38=mitr
Row 1651: e52=method | vinqi=तरीका | pnzabi=তরীকা | guzraji=তরীকা | xg38=jrika
Row 1652: e52=mexican | vinqi=मैक्सिकन | pnzabi=মৈক্সিকন | guzraji=মৈক্সিকন | xg38=mxiksikn
Row 1653: e52=middle | vinqi=मध्यम | pnzabi=মধ্যম | guzraji=মধ্যম | xg38=mQym
Row 1654: e52=might | vinqi=ताकत | pnzabi=তাকত | guzraji=তাকত | xg38=jakj
Row 1655: e52=military | vinqi=सैन्य | pnzabi=সৈন্য | guzraji=সৈন্য | xg38=sxiny
Row 1656: e52=milk | vinqi=दूध | pnzabi=দূধ | guzraji=দূধ | xg38=quQ
Row 1657: e52=million | vinqi=दस लाख | pnzabi=দস লাখ | guzraji=দস লাখ | xg38=qs laK
Row 1658: e52=mind | vinqi=मन | pnzabi=মন | guzraji=মন | xg38=mn
Row 1659: e52=mine | vinqi=मेरा | pnzabi=মেরা | guzraji=মেরা | xg38=mera
Row 1660: e52=minister | vinqi=मंत्री | pnzabi=মংত্রী | guzraji=মংত্রী | xg38=mnjri
Row 1661: e52=minor | vinqi=नाबालिग | pnzabi=নাবালিগ | guzraji=নাবালিগ | xg38=nabalig
Row 1662: e52=minority | vinqi=अल्पसंख्यक | pnzabi=অল্পসংখ্যক | guzraji=অল্পসংখ্যক | xg38=xlpsNKyk
Row 1663: e52=minute | vinqi=मिनट | pnzabi=মিনট | guzraji=মিনট | xg38=mint
Row 1664: e52=miracle | vinqi=चमत्कार | pnzabi=চমত্কার | guzraji=চমত্কার | xg38=cmjkar
Row 1665: e52=mirror | vinqi=दर्पण | pnzabi=দর্পণ | guzraji=দর্পণ | xg38=qrpn
Row 1666: e52=miss | vinqi=कुमारी | pnzabi=কুমারী | guzraji=কুমারী | xg38=kumari
Row 1667: e52=missile | vinqi=मिसाइल | pnzabi=মিসাইল | guzraji=মিসাইল | xg38=misail
Row 1668: e52=mission | vinqi=मिशन | pnzabi=মিশন | guzraji=মিশন | xg38=miSn
Row 1669: e52=mistake | vinqi=गलती | pnzabi=গলতী | guzraji=গলতী | xg38=glji
Row 1670: e52=mix | vinqi=मिक्स | pnzabi=মিক্স | guzraji=মিক্স | xg38=miks
Row 1671: e52=mixture | vinqi=मिश्रण | pnzabi=মিশ্রণ | guzraji=মিশ্রণ | xg38=miSrn
Row 1672: e52=mm-hmm | vinqi=मिमी–हम्म | pnzabi=মিমী–হম্ম | guzraji=মিমী–হম্ম | xg38=mimi–vmm
Row 1673: e52=mode | vinqi=तरीका | pnzabi=তরীকা | guzraji=তরীকা | xg38=jrika
Row 1674: e52=model | vinqi=नमूना | pnzabi=নমূনা | guzraji=নমূনা | xg38=nmuna
Row 1675: e52=moderate | vinqi=संतुलित | pnzabi=সংতুলিত | guzraji=সংতুলিত | xg38=snjulij
Row 1676: e52=modern | vinqi=आधुनिक | pnzabi=আধুনিক | guzraji=আধুনিক | xg38=xaQunik
Row 1677: e52=modest | vinqi=मामूली | pnzabi=মামূলী | guzraji=মামূলী | xg38=mamuli
Row 1678: e52=mom | vinqi=मां | pnzabi=মাং | guzraji=মাং | xg38=ma
Row 1679: e52=moment | vinqi=पल | pnzabi=পল | guzraji=পল | xg38=pl
Row 1680: e52=money | vinqi=पैसे | pnzabi=পৈসে | guzraji=পৈসে | xg38=pxise
Row 1681: e52=monitor | vinqi=निगरानी करना | pnzabi=নিগরানী করনা | guzraji=নিগরানী করনা | xg38=nigrani krna
Row 1682: e52=month | vinqi=महीना | pnzabi=মহীনা | guzraji=মহীনা | xg38=mvina
Row 1683: e52=mood | vinqi=मनोदशा | pnzabi=মনোদশা | guzraji=মনোদশা | xg38=mnoqSa
Row 1684: e52=moon | vinqi=चांद | pnzabi=চাংদ | guzraji=চাংদ | xg38=canq
Row 1685: e52=moral | vinqi=नैतिक | pnzabi=নৈতিক | guzraji=নৈতিক | xg38=nxijik
Row 1686: e52=more | vinqi=अधिक | pnzabi=অধিক | guzraji=অধিক | xg38=xQik
Row 1687: e52=moreover | vinqi=इसके अतिरिक्त | pnzabi=ইসকে অতিরিক্ত | guzraji=ইসকে অতিরিক্ত | xg38=iske xjirikj
Row 1688: e52=morning | vinqi=प्रभात | pnzabi=প্রভাত | guzraji=প্রভাত | xg38=prBaj
Row 1689: e52=mortgage | vinqi=गिरवी रखना | pnzabi=গির঵ী রখনা | guzraji=গির঵ী রখনা | xg38=girwi rKna
Row 1690: e52=most | vinqi=अधिकांश | pnzabi=অধিকাংশ | guzraji=অধিকাংশ | xg38=xQikanS
Row 1691: e52=mostly | vinqi=अधिकतर | pnzabi=অধিকতর | guzraji=অধিকতর | xg38=xQikjr
Row 1692: e52=mother | vinqi=मां | pnzabi=মাং | guzraji=মাং | xg38=ma
Row 1693: e52=motion | vinqi=गति | pnzabi=গতি | guzraji=গতি | xg38=gji
Row 1694: e52=motivation | vinqi=प्रेरणा | pnzabi=প্রেরণা | guzraji=প্রেরণা | xg38=prerna
Row 1695: e52=motor | vinqi=मोटर | pnzabi=মোটর | guzraji=মোটর | xg38=motr
Row 1696: e52=mount | vinqi=पर्वत | pnzabi=পর্঵ত | guzraji=পর্঵ত | xg38=prwj
Row 1697: e52=mountain | vinqi=पहाड़ | pnzabi=পহাড় | guzraji=পহাড় | xg38=pvaR
Row 1698: e52=mouse | vinqi=चूहा | pnzabi=চূহা | guzraji=চূহা | xg38=cuva
Row 1699: e52=mouth | vinqi=मुँह | pnzabi=মুঁহ | guzraji=মুঁহ | xg38=munv
Row 1700: e52=move | vinqi=कदम | pnzabi=কদম | guzraji=কদম | xg38=kqm
Row 1701: e52=movement | vinqi=गति | pnzabi=গতি | guzraji=গতি | xg38=gji
Row 1702: e52=movie | vinqi=चलचित्र | pnzabi=চলচিত্র | guzraji=চলচিত্র | xg38=clcijr
Row 1703: e52=mr | vinqi=श्री | pnzabi=শ্রী | guzraji=শ্রী | xg38=Sri
Row 1704: e52=mrs | vinqi=श्रीमती | pnzabi=শ্রীমতী | guzraji=শ্রীমতী | xg38=Srimji
Row 1705: e52=ms | vinqi=एमएस | pnzabi=এমএস | guzraji=এমএস | xg38=emyes
Row 1706: e52=much | vinqi=अधिकता | pnzabi=অধিকতা | guzraji=অধিকতা | xg38=xQikja
Row 1707: e52=multiple | vinqi=विभिन्न | pnzabi=঵িভিন্ন | guzraji=঵িভিন্ন | xg38=wiBinn
Row 1708: e52=murder | vinqi=हत्या | pnzabi=হত্যা | guzraji=হত্যা | xg38=vjya
Row 1709: e52=muscle | vinqi=मांसपेशी | pnzabi=মাংসপেশী | guzraji=মাংসপেশী | xg38=manspeSi
Row 1710: e52=museum | vinqi=संग्रहालय | pnzabi=সংগ্রহালয | guzraji=সংগ্রহালয | xg38=sNgrvaly
Row 1711: e52=music | vinqi=संगीत | pnzabi=সংগীত | guzraji=সংগীত | xg38=sNgij
Row 1712: e52=musical | vinqi=संगीत | pnzabi=সংগীত | guzraji=সংগীত | xg38=sNgij
Row 1713: e52=musician | vinqi=संगीतकार | pnzabi=সংগীতকার | guzraji=সংগীতকার | xg38=sNgijkar
Row 1714: e52=muslim | vinqi=मुसलमान | pnzabi=মুসলমান | guzraji=মুসলমান | xg38=muslman
Row 1715: e52=must | vinqi=ज़रूरी | pnzabi=জ়রূরী | guzraji=জ়রূরী | xg38=zruri
Row 1716: e52=mutual | vinqi=परस्पर | pnzabi=পরস্পর | guzraji=পরস্পর | xg38=prspr
Row 1717: e52=my | vinqi=मेरे | pnzabi=মেরে | guzraji=মেরে | xg38=mere
Row 1718: e52=myself | vinqi=खुद | pnzabi=খুদ | guzraji=খুদ | xg38=Kuq
Row 1719: e52=mystery | vinqi=रहस्य | pnzabi=রহস্য | guzraji=রহস্য | xg38=rvsy
Row 1720: e52=myth | vinqi=कल्पित कथा | pnzabi=কল্পিত কথা | guzraji=কল্পিত কথা | xg38=klpij kJa
Row 1721: e52=naked | vinqi=नंगा | pnzabi=নংগা | guzraji=নংগা | xg38=nNga
Row 1722: e52=name | vinqi=नाम | pnzabi=নাম | guzraji=নাম | xg38=nam
Row 1723: e52=narrative | vinqi=कथा | pnzabi=কথা | guzraji=কথা | xg38=kJa
Row 1724: e52=narrow | vinqi=संकीर्ण | pnzabi=সংকীর্ণ | guzraji=সংকীর্ণ | xg38=sNkirn
Row 1725: e52=nation | vinqi=राष्ट्र | pnzabi=রাষ্ট্র | guzraji=রাষ্ট্র | xg38=rastr
Row 1726: e52=national | vinqi=राष्ट्रीय | pnzabi=রাষ্ট্রীয | guzraji=রাষ্ট্রীয | xg38=rastriy
Row 1727: e52=native | vinqi=देशी | pnzabi=দেশী | guzraji=দেশী | xg38=qeSi
Row 1728: e52=natural | vinqi=प्राकृतिक | pnzabi=প্রাকৃতিক | guzraji=প্রাকৃতিক | xg38=prakrjik
Row 1729: e52=naturally | vinqi=सहज रूप में | pnzabi=সহজ রূপ মেং | guzraji=সহজ রূপ মেং | xg38=svz rup me
Row 1730: e52=nature | vinqi=प्रकृति | pnzabi=প্রকৃতি | guzraji=প্রকৃতি | xg38=prkrji
Row 1731: e52=near | vinqi=पास | pnzabi=পাস | guzraji=পাস | xg38=pas
Row 1732: e52=nearby | vinqi=आस–पास | pnzabi=আস–পাস | guzraji=আস–পাস | xg38=xas–pas
Row 1733: e52=nearly | vinqi=लगभग | pnzabi=লগভগ | guzraji=লগভগ | xg38=lgBg
Row 1734: e52=necessarily | vinqi=आवश्यक रूप से | pnzabi=আ঵শ্যক রূপ সে | guzraji=আ঵শ্যক রূপ সে | xg38=xawSyk rup se
Row 1735: e52=necessary | vinqi=ज़रूरी | pnzabi=জ়রূরী | guzraji=জ়রূরী | xg38=zruri
Row 1736: e52=neck | vinqi=गरदन | pnzabi=গরদন | guzraji=গরদন | xg38=grqn
Row 1737: e52=need | vinqi=जरुरत | pnzabi=জরুরত | guzraji=জরুরত | xg38=zrurj
Row 1738: e52=negative | vinqi=नकारात्मक | pnzabi=নকারাত্মক | guzraji=নকারাত্মক | xg38=nkarajmk
Row 1739: e52=negotiate | vinqi=मोल–भाव करना | pnzabi=মোল–ভা঵ করনা | guzraji=মোল–ভা঵ করনা | xg38=mol–Baw krna
Row 1740: e52=negotiation | vinqi=बातचीत | pnzabi=বাতচীত | guzraji=বাতচীত | xg38=bajcij
Row 1741: e52=neighbor | vinqi=पड़ोसी | pnzabi=পড়োসী | guzraji=পড়োসী | xg38=pRosi
Row 1742: e52=neighborhood | vinqi=अड़ोस–पड़ोस | pnzabi=অড়োস–পড়োস | guzraji=অড়োস–পড়োস | xg38=xRos–pRos
Row 1743: e52=neither | vinqi=न | pnzabi=ন | guzraji=ন | xg38=n
Row 1744: e52=nerve | vinqi=नस | pnzabi=নস | guzraji=নস | xg38=ns
Row 1745: e52=nervous | vinqi=बे चै न | pnzabi=বে চৈ ন | guzraji=বে চৈ ন | xg38=be cxi n
Row 1746: e52=net | vinqi=जाल | pnzabi=জাল | guzraji=জাল | xg38=zal
Row 1747: e52=network | vinqi=नेटवर्क | pnzabi=নেট঵র্ক | guzraji=নেট঵র্ক | xg38=netwrk
Row 1748: e52=never | vinqi=कभी नहीँ | pnzabi=কভী নহীঁ | guzraji=কভী নহীঁ | xg38=kBi nvi
Row 1749: e52=nevertheless | vinqi=फिर भी | pnzabi=ফির ভী | guzraji=ফির ভী | xg38=fir Bi
Row 1750: e52=new | vinqi=नया | pnzabi=নযা | guzraji=নযা | xg38=nya
Row 1751: e52=newly | vinqi=नए नए | pnzabi=নএ নএ | guzraji=নএ নএ | xg38=nye nye
Row 1752: e52=news | vinqi=समाचार | pnzabi=সমাচার | guzraji=সমাচার | xg38=smacar
Row 1753: e52=newspaper | vinqi=अखबार | pnzabi=অখবার | guzraji=অখবার | xg38=xKbar
Row 1754: e52=next | vinqi=अगला | pnzabi=অগলা | guzraji=অগলা | xg38=xgla
Row 1755: e52=nice | vinqi=अच्छा | pnzabi=অচ্ছা | guzraji=অচ্ছা | xg38=xcCa
Row 1756: e52=night | vinqi=रात | pnzabi=রাত | guzraji=রাত | xg38=raj
Row 1757: e52=nine | vinqi=नौ | pnzabi=নৌ | guzraji=নৌ | xg38=nou
Row 1758: e52=no | vinqi=नहीं | pnzabi=নহীং | guzraji=নহীং | xg38=nvi
Row 1759: e52=nobody | vinqi=कोई नहीं | pnzabi=কোঈ নহীং | guzraji=কোঈ নহীং | xg38=koi nvi
Row 1760: e52=nod | vinqi=सिर हिलाकर सहमति देना | pnzabi=সির হিলাকর সহমতি দেনা | guzraji=সির হিলাকর সহমতি দেনা | xg38=sir vilakr svmji qena
Row 1761: e52=noise | vinqi=शोर | pnzabi=শোর | guzraji=শোর | xg38=Sor
Row 1762: e52=nomination | vinqi=नामांकन | pnzabi=নামাংকন | guzraji=নামাংকন | xg38=namaNkn
Row 1763: e52=none | vinqi=कोई भी नहीं | pnzabi=কোঈ ভী নহীং | guzraji=কোঈ ভী নহীং | xg38=koi Bi nvi
Row 1764: e52=nonetheless | vinqi=बहरहाल | pnzabi=বহরহাল | guzraji=বহরহাল | xg38=bvrval
Row 1765: e52=nor | vinqi=न | pnzabi=ন | guzraji=ন | xg38=n
Row 1766: e52=normal | vinqi=सामान्य | pnzabi=সামান্য | guzraji=সামান্য | xg38=samany
Row 1767: e52=normally | vinqi=सामान्य रूप से | pnzabi=সামান্য রূপ সে | guzraji=সামান্য রূপ সে | xg38=samany rup se
Row 1768: e52=north | vinqi=उत्तर | pnzabi=উত্তর | guzraji=উত্তর | xg38=ujjr
Row 1769: e52=northern | vinqi=उत्तरी | pnzabi=উত্তরী | guzraji=উত্তরী | xg38=ujjri
Row 1770: e52=nose | vinqi=नाक | pnzabi=নাক | guzraji=নাক | xg38=nak
Row 1771: e52=not | vinqi=नहीं | pnzabi=নহীং | guzraji=নহীং | xg38=nvi
Row 1772: e52=note | vinqi=टिप्पणी | pnzabi=টিপ্পণী | guzraji=টিপ্পণী | xg38=tippni
Row 1773: e52=nothing | vinqi=कुछ नहीं | pnzabi=কুছ নহীং | guzraji=কুছ নহীং | xg38=kuC nvi
Row 1774: e52=notice | vinqi=सूचना | pnzabi=সূচনা | guzraji=সূচনা | xg38=sucna
Row 1775: e52=notion | vinqi=धारणा | pnzabi=ধারণা | guzraji=ধারণা | xg38=Qarna
Row 1776: e52=novel | vinqi=उपन्यास | pnzabi=উপন্যাস | guzraji=উপন্যাস | xg38=upnyas
Row 1777: e52=now | vinqi=अभी व | pnzabi=অভী ঵ | guzraji=অভী ঵ | xg38=xBi w
Row 1778: e52=nowhere | vinqi=कहीं भी नहीं | pnzabi=কহীং ভী নহীং | guzraji=কহীং ভী নহীং | xg38=kvi Bi nvi
Row 1779: e52=n’t | vinqi=नहीं | pnzabi=নহীং | guzraji=নহীং | xg38=nvi
Row 1780: e52=nuclear | vinqi=नाभिकीय | pnzabi=নাভিকীয | guzraji=নাভিকীয | xg38=naBikiy
Row 1781: e52=number | vinqi=संख्या | pnzabi=সংখ্যা | guzraji=সংখ্যা | xg38=sNKya
Row 1782: e52=numerous | vinqi=बहुत | pnzabi=বহুত | guzraji=বহুত | xg38=bvuj
